Row Id,Row Id.,zipconvert_2,zipconvert_3,zipconvert_4,zipconvert_5,homeowner,NUMCHLD,INCOME,gender,WEALTH,HV,Icmed,Icavg,IC15,NUMPROM,RAMNTALL,MAXRAMNT,LASTGIFT,totalmonths,TIMELAG,AVGGIFT,TARGET_B,TARGET_D
1474,11060,1,0,0,0,1,1.0,4.0,0,2.0,625.0,256.0,324.0,31.0,68.0,84.0,10.0,2.0,30.0,6.0,3.8181818180000002,0.0,0.0
1477,11090,0,0,1,0,1,1.0,6.0,1,8.0,482.0,313.0,336.0,23.0,29.0,39.0,10.0,8.0,30.0,4.0,6.5,0.0,0.0
1478,11097,1,0,0,0,1,1.0,4.0,1,9.0,1378.0,515.0,547.0,3.0,60.0,127.0,11.0,11.0,31.0,12.0,7.470588235,0.0,0.0
1479,11099,0,0,0,1,1,1.0,4.0,0,9.0,3322.0,738.0,828.0,4.0,62.0,200.0,10.0,10.0,28.0,8.0,9.523809523999999,0.0,0.0
1481,11116,0,0,0,1,1,1.0,4.0,1,8.0,813.0,227.0,249.0,28.0,36.0,75.0,25.0,15.0,30.0,4.0,15.0,0.0,0.0
1482,11120,1,0,0,0,1,1.0,2.0,1,3.0,447.0,270.0,276.0,24.0,81.0,113.0,11.0,11.0,31.0,7.0,5.1363636360000005,0.0,0.0
1483,11127,0,0,1,0,1,1.0,6.0,0,9.0,1267.0,560.0,612.0,4.0,54.0,81.0,15.0,15.0,33.0,15.0,10.125,1.0,15.0
1484,11129,1,0,0,0,1,1.0,4.0,1,8.0,1096.0,436.0,456.0,8.0,26.0,45.0,20.0,20.0,31.0,5.0,15.0,0.0,0.0
1485,11130,0,0,0,1,1,1.0,4.0,1,8.0,2659.0,372.0,462.0,9.0,36.0,46.0,5.0,4.0,28.0,1.0,3.833333333,0.0,0.0
1486,11133,0,0,0,1,1,1.0,4.0,1,9.0,4373.0,814.0,919.0,6.0,53.0,127.0,11.0,11.0,29.0,3.0,8.466666667,1.0,9.0
1487,11139,1,0,0,0,1,1.0,1.0,0,3.0,428.0,240.0,261.0,28.0,64.0,276.0,10.0,8.0,31.0,3.0,7.885714286,0.0,0.0
1488,11142,0,1,0,0,0,1.0,1.0,0,8.0,488.0,274.0,304.0,21.0,40.0,37.5,5.0,5.0,30.0,10.0,3.125,1.0,3.0
1489,11151,0,1,0,0,0,1.0,6.0,1,3.0,592.0,282.0,291.0,20.0,75.0,109.0,10.0,3.0,34.0,2.0,3.516129032,1.0,5.0
1490,11154,0,0,1,0,1,1.0,2.0,1,8.0,200.0,251.0,288.0,29.0,37.0,71.0,12.0,10.0,32.0,3.0,7.8888888889999995,0.0,0.0
1491,11167,0,1,0,0,1,1.0,4.0,0,4.0,1272.0,348.0,508.0,13.0,59.0,84.0,6.0,6.0,30.0,18.0,4.2,0.0,0.0
1492,11169,0,0,1,0,1,1.0,2.0,1,8.0,485.0,318.0,352.0,14.0,56.0,123.0,9.0,9.0,30.0,7.0,5.857142857,1.0,7.0
1493,11179,0,0,1,0,1,1.0,4.0,0,7.0,978.0,351.0,396.0,15.0,50.0,72.0,21.0,21.0,36.0,5.0,18.0,0.0,0.0
1494,11183,1,0,0,0,0,1.0,3.0,0,4.0,1109.0,323.0,422.0,14.0,63.0,88.0,17.0,14.0,32.0,23.0,9.777777777999999,1.0,15.0
1495,11193,0,0,0,1,1,1.0,5.0,1,8.0,615.0,245.0,269.0,29.0,17.0,30.0,20.0,20.0,29.0,7.0,15.0,1.0,21.0
1496,11199,0,0,0,1,1,1.0,4.0,0,3.0,1311.0,358.0,385.0,22.0,73.0,132.0,9.0,6.0,33.0,15.0,6.285714286,0.0,0.0
1497,11208,0,0,0,1,0,1.0,2.0,0,6.0,857.0,404.0,422.0,6.0,83.0,218.0,13.0,5.0,21.0,4.0,7.785714286,1.0,7.0
1498,11210,0,0,0,1,1,1.0,6.0,0,8.0,1160.0,596.0,610.0,0.0,33.0,54.0,13.0,13.0,29.0,7.0,9.0,1.0,12.0
1499,11215,0,0,0,1,0,1.0,2.0,1,0.0,695.0,90.0,125.0,66.0,72.0,143.0,14.0,14.0,30.0,15.0,9.533333333,1.0,12.0
1500,11216,0,0,1,0,1,1.0,4.0,1,5.0,1468.0,324.0,483.0,16.0,70.0,147.0,25.0,25.0,32.0,11.0,11.30769231,0.0,0.0
1501,11218,0,0,0,1,0,1.0,2.0,1,2.0,1866.0,744.0,820.0,1.0,63.0,158.0,15.0,10.0,31.0,3.0,7.523809524,0.0,0.0
1502,11228,0,0,0,1,0,1.0,3.0,1,8.0,780.0,329.0,379.0,13.0,23.0,42.0,17.0,17.0,33.0,1.0,14.0,0.0,0.0
1503,11237,1,0,0,0,1,1.0,5.0,0,8.0,1096.0,601.0,631.0,0.0,38.0,91.0,7.0,5.0,28.0,1.0,5.352941177,0.0,0.0
1504,11239,1,0,0,0,1,1.0,5.0,1,8.0,928.0,458.0,492.0,7.0,23.0,41.0,16.0,15.0,31.0,3.0,13.66666667,1.0,12.5
1505,11243,1,0,0,0,1,1.0,4.0,1,8.0,766.0,313.0,342.0,28.0,39.0,155.0,40.0,20.0,29.0,12.0,17.22222222,0.0,0.0
1506,11265,0,0,0,1,0,1.0,4.0,0,3.0,698.0,267.0,292.0,15.0,42.0,90.0,20.0,20.0,37.0,3.0,15.0,0.0,0.0
1507,11268,0,1,0,0,1,1.0,5.0,0,8.0,353.0,275.0,281.0,23.0,32.0,57.0,15.0,10.0,30.0,3.0,9.5,0.0,0.0
1508,11271,1,0,0,0,1,1.0,4.0,1,7.0,1489.0,503.0,679.0,10.0,75.0,95.5,5.0,5.0,31.0,7.0,3.080645161,0.0,0.0
1509,11273,0,0,0,1,1,1.0,2.0,0,2.0,723.0,311.0,343.0,14.0,51.0,169.0,100.0,100.0,30.0,8.0,12.07142857,1.0,6.0
1510,11299,0,1,0,0,1,1.0,4.0,0,8.0,779.0,377.0,384.0,11.0,43.0,95.0,20.0,20.0,34.0,15.0,15.83333333,0.0,0.0
1511,11303,0,0,1,0,1,1.0,4.0,1,8.0,682.0,416.0,449.0,8.0,75.0,126.0,12.0,10.0,31.0,4.0,6.631578947,1.0,5.0
1512,11307,0,0,0,1,1,1.0,4.0,1,5.0,645.0,331.0,368.0,16.0,63.0,125.0,15.0,10.0,36.0,6.0,9.615384615,0.0,0.0
1513,11312,0,0,0,1,1,1.0,4.0,1,8.0,1272.0,514.0,559.0,6.0,46.0,108.0,12.0,10.0,28.0,6.0,7.714285714,1.0,10.0
1514,11323,0,0,0,1,1,1.0,5.0,1,8.0,1163.0,431.0,483.0,9.0,15.0,25.0,25.0,25.0,33.0,5.0,25.0,1.0,25.0
1515,11327,0,1,0,0,1,1.0,2.0,1,6.0,725.0,425.0,470.0,6.0,72.0,114.0,5.0,5.0,29.0,3.0,4.222222222,0.0,0.0
1516,11335,0,0,0,1,1,1.0,6.0,1,8.0,1688.0,436.0,457.0,13.0,15.0,15.0,15.0,15.0,36.0,5.0,15.0,0.0,0.0
1517,11344,0,1,0,0,1,1.0,4.0,1,7.0,717.0,253.0,312.0,30.0,84.0,210.5,16.0,7.0,30.0,2.0,7.25862069,0.0,0.0
1518,11347,0,0,0,1,1,1.0,4.0,1,8.0,5030.0,1168.0,1045.0,0.0,19.0,19.0,15.0,15.0,31.0,6.0,9.5,0.0,0.0
1519,11352,0,0,1,0,1,1.0,5.0,1,2.0,378.0,219.0,258.0,27.0,34.0,36.0,16.0,16.0,37.0,22.0,12.0,0.0,0.0
1520,11355,0,0,0,1,1,1.0,5.0,0,8.0,725.0,405.0,372.0,19.0,30.0,60.0,25.0,25.0,37.0,3.0,20.0,0.0,0.0
1521,11370,1,0,0,0,1,2.0,2.0,0,8.0,652.0,316.0,340.0,12.0,33.0,37.0,7.0,7.0,31.0,4.0,5.285714286,1.0,5.0
1522,11396,0,0,0,1,1,1.0,4.0,0,8.0,2382.0,475.0,515.0,2.0,16.0,15.0,15.0,15.0,36.0,5.0,15.0,0.0,0.0
1523,11400,0,1,0,0,0,1.0,3.0,0,3.0,426.0,293.0,318.0,16.0,57.0,67.0,10.0,10.0,36.0,6.0,3.9411764710000003,0.0,0.0
1524,11412,0,0,0,1,1,1.0,3.0,0,6.0,774.0,306.0,366.0,18.0,50.0,131.0,25.0,25.0,35.0,30.0,18.71428571,1.0,25.0
1525,11415,0,0,0,1,1,1.0,7.0,1,8.0,2096.0,520.0,505.0,12.0,13.0,20.0,20.0,20.0,36.0,5.0,20.0,0.0,0.0
1526,11437,1,0,0,0,1,1.0,4.0,1,6.0,562.0,358.0,352.0,7.0,59.0,132.0,14.0,13.0,32.0,7.0,9.428571429,1.0,12.0
1527,11446,0,0,0,1,0,1.0,3.0,1,0.0,1385.0,201.0,293.0,40.0,59.0,85.0,20.0,10.0,36.0,7.0,10.625,1.0,10.0
1528,11447,0,0,0,1,0,1.0,3.0,0,3.0,1543.0,512.0,530.0,2.0,82.0,189.0,15.0,13.0,36.0,3.0,9.45,1.0,19.0
1529,11465,0,1,0,0,0,1.0,6.0,1,7.0,733.0,484.0,510.0,4.0,41.0,165.0,50.0,50.0,37.0,10.0,33.0,1.0,75.0
1530,11475,0,0,0,1,1,1.0,4.0,0,7.0,3837.0,648.0,719.0,8.0,63.0,139.0,40.0,40.0,22.0,11.0,19.85714286,1.0,40.0
1531,11482,0,0,1,0,1,1.0,2.0,0,5.0,882.0,382.0,397.0,4.0,75.0,97.0,5.0,5.0,30.0,7.0,3.592592593,1.0,3.0
1532,11483,0,0,0,1,1,1.0,3.0,1,8.0,678.0,311.0,341.0,20.0,51.0,70.0,20.0,20.0,37.0,18.0,8.75,1.0,20.0
1533,11484,0,1,0,0,0,1.0,5.0,1,8.0,748.0,348.0,397.0,6.0,21.0,100.0,100.0,100.0,37.0,5.0,100.0,0.0,0.0
1534,11491,0,1,0,0,0,1.0,5.0,1,8.0,601.0,176.0,203.0,44.0,23.0,38.0,21.0,7.0,28.0,4.0,9.5,0.0,0.0
1535,11499,0,0,1,0,1,1.0,7.0,0,8.0,1205.0,367.0,410.0,9.0,35.0,44.0,10.0,10.0,32.0,4.0,7.333333333,0.0,0.0
1536,11508,1,0,0,0,1,1.0,4.0,1,8.0,465.0,253.0,286.0,27.0,32.0,76.0,13.0,5.0,29.0,5.0,8.444444444,1.0,7.0
1537,11512,0,0,0,1,1,4.0,7.0,0,5.0,2014.0,526.0,566.0,3.0,50.0,79.0,7.0,3.0,32.0,5.0,5.266666667,0.0,0.0
1538,11521,0,0,0,1,1,1.0,2.0,1,8.0,797.0,367.0,396.0,7.0,39.0,53.0,10.0,6.0,30.0,2.0,5.8888888889999995,1.0,10.0
1539,11534,0,1,0,0,1,1.0,5.0,1,8.0,969.0,482.0,493.0,2.0,38.0,56.0,7.0,5.0,31.0,4.0,5.090909091,1.0,5.0
1540,11543,0,0,1,0,1,1.0,4.0,0,3.0,531.0,250.0,270.0,26.0,74.0,476.0,50.0,10.0,32.0,4.0,21.63636364,1.0,25.0
1541,11547,1,0,0,0,0,1.0,1.0,1,8.0,1151.0,257.0,303.0,16.0,33.0,63.0,9.0,9.0,31.0,4.0,7.0,0.0,0.0
1542,11548,0,0,0,1,1,1.0,6.0,1,5.0,1851.0,421.0,490.0,5.0,68.0,98.0,8.0,4.0,31.0,8.0,4.666666667,0.0,0.0
1543,11552,0,0,0,1,1,1.0,6.0,1,9.0,4506.0,793.0,826.0,0.0,50.0,78.0,21.0,21.0,34.0,4.0,13.0,0.0,0.0
1544,11559,0,0,0,1,0,1.0,2.0,1,8.0,835.0,310.0,364.0,22.0,43.0,79.0,10.0,5.0,31.0,2.0,5.642857143,0.0,0.0
1545,11572,0,1,0,0,0,1.0,2.0,1,8.0,589.0,361.0,383.0,11.0,47.0,70.0,7.0,5.0,30.0,10.0,5.384615385,1.0,5.0
1546,11575,1,0,0,0,1,1.0,4.0,1,6.0,1330.0,468.0,666.0,0.0,37.0,130.0,20.0,15.0,31.0,5.0,14.44444444,1.0,13.0
1547,11576,0,0,0,1,1,1.0,5.0,0,8.0,2351.0,604.0,589.0,3.0,61.0,280.0,25.0,10.0,31.0,3.0,15.55555556,1.0,5.0
1548,11609,0,0,0,1,1,1.0,4.0,1,8.0,241.0,163.0,149.0,44.0,39.0,92.5,10.0,3.0,32.0,0.0,3.425925926,1.0,3.0
1549,11620,0,0,0,1,1,1.0,4.0,1,4.0,2122.0,376.0,419.0,10.0,42.0,50.0,20.0,20.0,37.0,2.0,12.5,1.0,20.0
1550,11622,0,1,0,0,0,1.0,2.0,1,3.0,482.0,324.0,372.0,16.0,73.0,160.0,9.0,9.0,28.0,9.0,6.4,1.0,6.0
1551,11626,0,0,0,1,0,2.0,3.0,1,8.0,2478.0,538.0,564.0,3.0,15.0,15.0,15.0,15.0,37.0,5.0,15.0,0.0,0.0
1552,11631,0,1,0,0,0,1.0,7.0,0,7.0,994.0,366.0,325.0,10.0,69.0,224.0,15.0,13.0,37.0,4.0,10.66666667,1.0,13.0
1553,11633,0,0,0,1,1,2.0,5.0,0,9.0,1937.0,475.0,484.0,8.0,57.0,117.0,11.0,10.0,31.0,2.0,6.882352941000001,0.0,0.0
1554,11673,0,0,0,1,1,1.0,4.0,1,2.0,2334.0,545.0,553.0,6.0,57.0,158.0,18.0,6.0,28.0,15.0,12.15384615,1.0,12.0
1555,11675,0,0,0,1,1,1.0,4.0,0,8.0,1449.0,300.0,361.0,9.0,62.0,58.0,7.0,5.0,30.0,4.0,4.1428571430000005,0.0,0.0
1556,11676,0,0,0,1,1,1.0,2.0,1,8.0,328.0,265.0,306.0,25.0,33.0,50.0,15.0,15.0,31.0,8.0,12.5,0.0,0.0
1557,11687,1,0,0,0,1,1.0,4.0,0,8.0,433.0,262.0,295.0,24.0,21.0,26.0,10.0,6.0,32.0,4.0,8.666666667000001,0.0,0.0
1558,11694,0,0,1,0,0,1.0,6.0,0,8.0,452.0,247.0,294.0,29.0,26.0,56.0,25.0,10.0,31.0,2.0,14.0,0.0,0.0
1559,11710,0,0,0,1,1,1.0,7.0,1,9.0,2817.0,734.0,789.0,2.0,82.0,183.0,15.0,14.0,30.0,7.0,9.15,0.0,0.0
1560,11731,1,0,0,0,1,1.0,4.0,1,8.0,662.0,358.0,377.0,3.0,46.0,58.0,10.0,7.0,30.0,4.0,4.833333333,0.0,0.0
1561,11740,1,0,0,0,1,1.0,5.0,0,6.0,688.0,295.0,347.0,15.0,55.0,92.0,25.0,25.0,21.0,19.0,13.14285714,1.0,20.0
1562,11743,0,0,1,0,1,1.0,5.0,1,0.0,1087.0,547.0,606.0,4.0,128.0,447.0,18.0,15.0,32.0,4.0,6.772727272999999,0.0,0.0
1563,11762,0,0,0,1,1,1.0,4.0,1,8.0,4576.0,617.0,688.0,3.0,22.0,30.0,15.0,15.0,36.0,6.0,15.0,0.0,0.0
1564,11768,0,0,1,0,1,2.0,7.0,1,8.0,1148.0,733.0,762.0,0.0,25.0,39.0,10.0,10.0,29.0,5.0,7.8,1.0,10.0
1565,11780,1,0,0,0,1,1.0,4.0,1,8.0,463.0,189.0,236.0,38.0,25.0,43.0,14.0,14.0,31.0,2.0,8.6,1.0,11.0
1566,11787,1,0,0,0,0,1.0,5.0,1,9.0,860.0,374.0,417.0,20.0,64.0,155.0,20.0,20.0,28.0,4.0,8.157894737000001,1.0,15.0
1567,11795,1,0,0,0,1,1.0,5.0,1,9.0,1228.0,625.0,660.0,3.0,81.0,259.0,50.0,11.0,35.0,10.0,8.931034483,1.0,10.0
1568,11796,0,1,0,0,0,1.0,1.0,0,3.0,573.0,357.0,362.0,9.0,129.0,398.0,25.0,25.0,18.0,0.0,12.4375,1.0,15.0
1569,11809,0,0,0,1,1,1.0,4.0,0,8.0,2994.0,332.0,392.0,25.0,17.0,32.0,12.0,12.0,31.0,1.0,10.66666667,1.0,10.0
1570,11818,0,0,0,1,1,1.0,4.0,1,3.0,942.0,278.0,322.0,24.0,66.0,83.0,10.0,10.0,33.0,11.0,6.916666667,1.0,12.0
1571,11825,0,0,0,1,1,1.0,4.0,1,8.0,775.0,224.0,254.0,12.0,32.0,36.0,10.0,10.0,30.0,9.0,6.0,1.0,10.0
1572,11831,0,0,0,1,1,1.0,6.0,1,8.0,1076.0,149.0,205.0,50.0,32.0,39.0,16.0,16.0,37.0,4.0,9.75,0.0,0.0
1573,11840,1,0,0,0,1,1.0,2.0,0,3.0,979.0,304.0,335.0,8.0,84.0,261.0,15.0,3.0,29.0,4.0,4.278688525,1.0,3.0
1574,11841,0,1,0,0,1,1.0,6.0,1,8.0,713.0,390.0,416.0,5.0,56.0,80.0,11.0,10.0,33.0,3.0,7.272727272999999,0.0,0.0
1575,11843,0,1,0,0,0,1.0,5.0,1,2.0,832.0,450.0,491.0,7.0,53.0,98.0,10.0,10.0,28.0,4.0,5.764705882,1.0,10.0
1576,11847,1,0,0,0,1,1.0,4.0,1,8.0,559.0,349.0,386.0,10.0,39.0,41.0,10.0,9.0,30.0,1.0,8.2,1.0,9.0
1577,11849,0,0,0,1,0,1.0,3.0,1,6.0,2648.0,534.0,580.0,6.0,106.0,185.0,5.0,5.0,27.0,3.0,5.0,0.0,0.0
1578,11851,1,0,0,0,1,1.0,4.0,1,8.0,879.0,385.0,494.0,22.0,15.0,25.0,25.0,25.0,36.0,5.0,25.0,0.0,0.0
1579,11856,0,1,0,0,1,1.0,4.0,0,3.0,992.0,321.0,388.0,20.0,104.0,226.0,11.0,10.0,31.0,6.0,7.533333333,0.0,0.0
1580,11860,0,0,0,1,1,1.0,5.0,0,8.0,948.0,571.0,571.0,5.0,27.0,46.0,10.0,9.0,28.0,5.0,9.2,1.0,9.0
1581,11863,0,0,0,1,1,1.0,4.0,1,6.0,1184.0,373.0,433.0,11.0,55.0,116.0,25.0,25.0,31.0,7.0,10.54545455,0.0,0.0
1582,11864,0,0,1,0,1,1.0,6.0,0,8.0,730.0,452.0,474.0,5.0,26.0,51.0,21.0,21.0,32.0,5.0,17.0,0.0,0.0
1583,11868,0,0,0,1,1,1.0,4.0,0,8.0,1140.0,401.0,413.0,27.0,62.0,77.0,7.0,5.0,30.0,8.0,5.133333333,1.0,10.0
1584,11872,0,0,0,1,1,1.0,2.0,0,8.0,1265.0,311.0,339.0,10.0,24.0,40.0,10.0,10.0,31.0,4.0,10.0,0.0,0.0
1585,11875,1,0,0,0,0,1.0,2.0,0,3.0,378.0,302.0,312.0,25.0,73.0,98.0,7.0,5.0,31.0,12.0,5.1578947369999995,0.0,0.0
1586,11879,1,0,0,0,0,1.0,2.0,0,8.0,330.0,150.0,189.0,50.0,54.0,54.0,10.0,9.0,34.0,6.0,4.5,0.0,0.0
1587,11899,0,0,1,0,1,1.0,4.0,0,2.0,748.0,298.0,409.0,33.0,70.0,101.0,18.0,14.0,31.0,4.0,11.22222222,1.0,16.0
1588,11900,0,0,0,1,1,1.0,4.0,0,8.0,5079.0,623.0,644.0,13.0,43.0,176.0,15.0,15.0,29.0,8.0,9.777777777999999,0.0,0.0
1589,11902,0,0,0,1,1,1.0,6.0,1,9.0,4113.0,789.0,790.0,2.0,84.0,232.0,20.0,10.0,31.0,14.0,10.08695652,0.0,0.0
1590,11910,0,1,0,0,1,1.0,5.0,0,8.0,680.0,463.0,480.0,3.0,22.0,25.0,20.0,20.0,37.0,9.0,12.5,0.0,0.0
1591,11951,0,0,0,1,1,1.0,4.0,0,8.0,4080.0,627.0,734.0,1.0,79.0,184.0,12.0,7.0,31.0,4.0,7.076923077000001,1.0,6.0
1592,11956,0,0,1,0,1,1.0,7.0,1,8.0,1228.0,430.0,453.0,9.0,77.0,719.0,45.0,19.0,32.0,2.0,19.43243243,1.0,25.0
1593,11962,0,0,0,1,1,1.0,2.0,1,1.0,1376.0,336.0,362.0,17.0,63.0,120.0,10.0,5.0,28.0,3.0,5.714285714,1.0,7.0
1594,11965,0,0,1,0,0,1.0,4.0,1,6.0,2296.0,681.0,751.0,2.0,62.0,80.0,15.0,10.0,35.0,9.0,5.0,0.0,0.0
1595,11981,0,1,0,0,1,1.0,3.0,0,8.0,1490.0,664.0,735.0,3.0,26.0,67.0,12.0,12.0,30.0,8.0,9.571428571,1.0,20.0
1596,11991,0,0,1,0,1,1.0,5.0,0,8.0,2071.0,846.0,868.0,3.0,55.0,130.0,15.0,12.0,19.0,5.0,11.81818182,1.0,12.0
1597,11997,1,0,0,0,0,1.0,3.0,1,8.0,530.0,230.0,365.0,28.0,68.0,165.0,10.0,10.0,37.0,11.0,9.705882353,1.0,10.0
1598,11999,0,0,0,1,1,1.0,4.0,1,8.0,1237.0,398.0,386.0,15.0,48.0,45.0,6.0,3.0,31.0,12.0,4.090909091,1.0,3.0
1599,12004,1,0,0,0,1,1.0,5.0,1,8.0,843.0,413.0,442.0,6.0,28.0,61.0,25.0,25.0,34.0,8.0,20.33333333,1.0,28.0
1600,12016,1,0,0,0,1,1.0,4.0,1,1.0,387.0,217.0,247.0,33.0,62.0,165.0,10.0,7.0,31.0,8.0,4.024390244,0.0,0.0
1601,12023,0,0,1,0,1,1.0,7.0,0,8.0,887.0,371.0,431.0,11.0,24.0,40.0,10.0,10.0,31.0,6.0,10.0,1.0,10.0
1602,12035,1,0,0,0,1,1.0,5.0,0,8.0,399.0,271.0,295.0,28.0,53.0,107.0,14.0,12.0,31.0,3.0,10.7,1.0,19.0
1603,12036,0,0,0,1,1,1.0,3.0,1,8.0,966.0,410.0,482.0,6.0,22.0,44.0,11.0,11.0,28.0,7.0,7.333333333,0.0,0.0
1604,12041,0,0,1,0,1,1.0,2.0,1,6.0,434.0,258.0,301.0,27.0,66.0,120.0,15.0,15.0,30.0,4.0,10.0,1.0,15.0
1605,12062,0,1,0,0,1,1.0,2.0,0,1.0,229.0,236.0,272.0,26.0,44.0,99.0,14.0,10.0,32.0,8.0,9.9,0.0,0.0
1606,12063,1,0,0,0,1,1.0,4.0,1,8.0,560.0,315.0,335.0,21.0,28.0,33.0,10.0,7.0,35.0,2.0,6.6,1.0,50.0
1607,12065,1,0,0,0,0,1.0,5.0,1,8.0,661.0,363.0,372.0,15.0,35.0,65.0,7.0,7.0,32.0,6.0,5.0,0.0,0.0
1608,12070,0,0,0,1,1,1.0,4.0,1,4.0,1209.0,408.0,450.0,12.0,50.0,98.0,13.0,11.0,37.0,13.0,9.8,1.0,5.0
1609,12071,0,0,0,1,1,1.0,4.0,1,8.0,852.0,288.0,324.0,20.0,24.0,35.0,5.0,4.0,33.0,2.0,4.375,1.0,4.0
1610,12074,1,0,0,0,1,1.0,2.0,1,8.0,722.0,363.0,398.0,7.0,17.0,25.0,25.0,25.0,37.0,5.0,25.0,0.0,0.0
1611,12076,0,0,0,1,1,1.0,4.0,1,8.0,767.0,286.0,327.0,21.0,37.0,50.0,15.0,15.0,33.0,8.0,12.5,1.0,15.0
1612,12077,0,0,0,1,1,1.0,5.0,1,8.0,2395.0,407.0,440.0,16.0,20.0,36.0,21.0,21.0,30.0,7.0,18.0,1.0,20.0
1613,12092,0,1,0,0,1,1.0,1.0,1,8.0,299.0,157.0,158.0,47.0,24.0,49.0,10.0,7.0,36.0,13.0,6.125,1.0,8.0
1614,12099,0,0,0,1,1,1.0,6.0,0,8.0,2765.0,597.0,654.0,3.0,40.0,80.0,25.0,25.0,31.0,26.0,20.0,0.0,0.0
1615,12106,0,0,0,1,1,1.0,4.0,0,4.0,1206.0,409.0,478.0,12.0,78.0,199.0,7.0,5.0,34.0,6.0,4.975,0.0,0.0
1616,12113,0,0,0,1,1,1.0,5.0,0,5.0,1130.0,548.0,573.0,0.0,43.0,164.0,15.0,10.0,29.0,5.0,10.25,0.0,0.0
1617,12114,0,0,0,1,1,1.0,5.0,1,2.0,1348.0,280.0,356.0,20.0,64.0,143.0,16.0,15.0,28.0,13.0,8.411764706,1.0,7.0
1618,12116,1,0,0,0,1,1.0,5.0,1,8.0,376.0,187.0,232.0,36.0,23.0,20.0,10.0,10.0,29.0,4.0,6.666666667,0.0,0.0
1619,12138,0,1,0,0,1,1.0,4.0,1,8.0,410.0,249.0,282.0,29.0,62.0,91.0,15.0,15.0,31.0,26.0,9.1,1.0,14.0
1620,12139,0,0,1,0,1,1.0,4.0,1,0.0,293.0,271.0,329.0,22.0,45.0,87.0,25.0,10.0,30.0,1.0,10.875,0.0,0.0
1621,12141,0,0,1,0,0,1.0,1.0,1,8.0,553.0,198.0,233.0,27.0,29.0,50.0,25.0,25.0,36.0,9.0,25.0,0.0,0.0
1622,12152,0,0,0,1,1,1.0,5.0,1,9.0,2491.0,683.0,762.0,1.0,83.0,282.0,20.0,11.0,34.0,8.0,11.28,1.0,11.0
1623,12164,0,0,0,1,1,1.0,4.0,1,8.0,4822.0,943.0,942.0,2.0,50.0,59.0,10.0,3.0,28.0,12.0,6.555555556,0.0,0.0
1624,12165,0,0,0,1,1,1.0,5.0,0,8.0,3258.0,508.0,544.0,3.0,16.0,20.0,20.0,20.0,37.0,5.0,20.0,0.0,0.0
1625,12196,1,0,0,0,1,1.0,4.0,1,8.0,962.0,452.0,502.0,4.0,82.0,151.0,12.0,12.0,30.0,13.0,7.947368421,0.0,0.0
1626,12204,1,0,0,0,1,1.0,2.0,1,8.0,1040.0,366.0,437.0,7.0,27.0,110.0,50.0,50.0,37.0,4.0,36.66666667,0.0,0.0
1627,12216,0,1,0,0,1,1.0,2.0,1,8.0,429.0,295.0,347.0,15.0,41.0,52.0,20.0,20.0,29.0,14.0,10.4,0.0,0.0
1628,12225,1,0,0,0,1,1.0,6.0,0,9.0,0.0,0.0,0.0,0.0,52.0,245.0,25.0,25.0,29.0,4.0,15.3125,0.0,0.0
1629,12232,0,0,1,0,1,1.0,6.0,1,8.0,1380.0,540.0,575.0,8.0,43.0,51.0,25.0,16.0,37.0,5.0,17.0,0.0,0.0
1630,12233,0,0,0,1,1,1.0,2.0,1,8.0,432.0,221.0,251.0,30.0,25.0,38.0,8.0,5.0,29.0,2.0,5.428571429,1.0,5.0
1631,12242,0,0,1,0,1,1.0,4.0,1,2.0,471.0,197.0,263.0,38.0,38.0,47.0,10.0,10.0,29.0,6.0,5.875,0.0,0.0
1632,12247,0,0,0,1,0,1.0,1.0,1,8.0,3688.0,353.0,507.0,32.0,36.0,59.0,10.0,7.0,28.0,7.0,6.555555556,0.0,0.0
1633,12260,0,0,0,1,0,1.0,2.0,0,5.0,2545.0,423.0,500.0,14.0,71.0,107.0,11.0,10.0,37.0,13.0,6.6875,0.0,0.0
1634,12261,0,1,0,0,1,1.0,4.0,1,5.0,822.0,511.0,538.0,3.0,50.0,97.0,10.0,5.0,37.0,34.0,6.928571429,0.0,0.0
1635,12268,0,0,1,0,1,3.0,5.0,1,8.0,367.0,294.0,341.0,13.0,29.0,35.0,25.0,25.0,37.0,9.0,17.5,0.0,0.0
1636,12290,1,0,0,0,1,1.0,5.0,1,8.0,1513.0,502.0,604.0,7.0,49.0,63.0,25.0,25.0,36.0,15.0,7.875,1.0,10.0
1637,12324,0,1,0,0,1,1.0,4.0,1,8.0,661.0,414.0,450.0,4.0,64.0,97.0,25.0,5.0,28.0,6.0,6.928571429,1.0,5.0
1638,12343,0,1,0,0,0,1.0,1.0,0,1.0,934.0,470.0,520.0,4.0,76.0,159.0,15.0,15.0,18.0,12.0,9.9375,0.0,0.0
1639,12351,1,0,0,0,0,1.0,5.0,1,8.0,1760.0,507.0,564.0,5.0,23.0,20.0,15.0,15.0,37.0,8.0,10.0,0.0,0.0
1640,12360,0,1,0,0,0,1.0,4.0,1,1.0,651.0,220.0,274.0,29.0,64.0,146.0,7.0,3.0,32.0,9.0,5.034482758999999,0.0,0.0
1641,12367,0,1,0,0,1,1.0,4.0,0,8.0,613.0,353.0,373.0,13.0,25.0,35.0,10.0,10.0,31.0,11.0,8.75,1.0,10.0
